# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
0,FS,4734,9:17.311.100,800.011.583 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,4735,9:17.311.100,768.003.166 ms,,,49,01,   [25 IN-NAK],
1,FS,4736,9:18.111.099,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4737,9:18.111.103,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4738,9:18.111.111,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4739,9:18.832.852,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4740,9:18.143.123,703.992.666 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 00 00
1,FS,4741,9:18.143.123,671.984.250 ms,,,49,01,   [22 IN-NAK],
1,FS,4742,9:18.847.104,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4743,9:18.847.107,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4744,9:18.847.115,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4745,9:19.425.856,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4746,9:18.879.114,576.005.416 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 04 00
1,FS,4747,9:18.879.114,543.997.083 ms,,,49,01,   [18 IN-NAK],
1,FS,4748,9:19.455.107,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4749,9:19.455.110,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4750,9:19.455.118,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4751,9:20.099.859,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4752,9:19.487.116,640.006.500 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 00 00
1,FS,4753,9:19.487.116,607.998.166 ms,,,49,01,   [20 IN-NAK],
1,FS,4754,9:20.127.111,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4755,9:20.127.114,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4756,9:20.127.122,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4757,9:20.747.863,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4758,9:20.159.111,608.015.500 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 04 00
1,FS,4759,9:20.159.111,576.007.166 ms,,,49,01,   [19 IN-NAK],
1,FS,4760,9:20.767.115,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4761,9:20.767.118,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4762,9:20.767.126,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4763,9:21.602.867,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4764,9:20.799.123,832.009.000 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 00 00
1,FS,4765,9:20.799.123,800.000.583 ms,,,49,01,   [26 IN-NAK],
1,FS,4766,9:21.631.120,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4767,9:21.631.123,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4768,9:21.631.131,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4769,9:22.457.872,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4770,9:21.663.128,800.008.833 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,4771,9:21.663.128,768.000.333 ms,,,49,01,   [25 IN-NAK],
1,FS,4772,9:22.463.124,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4773,9:22.463.128,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4774,9:22.463.136,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4775,9:23.070.875,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4776,9:22.495.150,575.989.416 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 00 00
1,FS,4777,9:22.495.150,543.981.000 ms,,,49,01,   [18 IN-NAK],
1,FS,4778,9:23.071.128,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4779,9:23.071.131,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4780,9:23.071.139,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4781,9:23.622.878,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4782,9:23.103.137,544.005.916 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,4783,9:23.103.137,511.997.500 ms,,,49,01,   [17 IN-NAK],
1,FS,4784,9:23.647.131,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4785,9:23.647.134,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4786,9:23.647.142,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4787,9:24.276.881,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4788,9:23.679.139,608.007.333 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 00 00
1,FS,4789,9:23.679.139,575.998.916 ms,,,49,01,   [19 IN-NAK],
1,FS,4790,9:24.287.135,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4791,9:24.287.138,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4792,9:24.287.146,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4793,9:24.861.884,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4794,9:24.319.143,544.007.083 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,4795,9:24.319.143,511.998.666 ms,,,49,01,   [17 IN-NAK],
1,FS,4796,9:24.863.138,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4797,9:24.863.141,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4798,9:24.863.149,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4799,9:25.607.888,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4800,9:24.895.147,736.007.416 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 00 00
1,FS,4801,9:24.895.147,703.999.000 ms,,,49,01,   [23 IN-NAK],
1,FS,4802,9:25.631.142,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4803,9:25.631.146,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4804,9:25.631.154,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4805,9:26.270.892,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4806,9:25.663.152,608.006.000 ms,7 B,,49,01,IN txn   [19 POLL],80 80 80 80 0F 04 00
1,FS,4807,9:25.663.152,575.997.583 ms,,,49,01,   [19 IN-NAK],
1,FS,4808,9:26.271.146,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4809,9:26.271.149,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4810,9:26.271.157,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4811,9:26.989.895,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4812,9:26.303.154,704.007.916 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 00 00
1,FS,4813,9:26.303.154,671.999.583 ms,,,49,01,   [22 IN-NAK],
1,FS,4814,9:27.007.150,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4815,9:27.007.154,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4816,9:27.007.162,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4817,9:27.824.900,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4818,9:27.039.176,799.990.833 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,4819,9:27.039.176,767.982.416 ms,,,49,01,   [25 IN-NAK],
1,FS,4820,9:27.839.155,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4821,9:27.839.158,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4822,9:27.839.166,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4823,9:28.252.902,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4824,9:27.871.180,383.989.750 ms,7 B,,49,01,IN txn   [12 POLL],80 80 80 80 0F 00 00
1,FS,4825,9:27.871.180,351.981.333 ms,,,49,01,   [12 IN-NAK],
1,FS,4826,9:28.255.157,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4827,9:28.255.161,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4828,9:28.255.169,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4829,9:28.745.905,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4830,9:28.287.162,480.010.000 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 04 00
1,FS,4831,9:28.287.162,448.001.583 ms,,,49,01,   [15 IN-NAK],
1,FS,4832,9:28.767.160,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4833,9:28.767.164,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4834,9:28.767.172,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4835,9:29.515.909,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4836,9:28.799.185,735.991.750 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 00 00
1,FS,4837,9:28.799.185,703.983.250 ms,,,49,01,   [23 IN-NAK],
1,FS,4838,9:29.535.165,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4839,9:29.535.168,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4840,9:29.535.176,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4841,9:30.238.912,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4842,9:29.567.191,671.990.250 ms,7 B,,49,01,IN txn   [21 POLL],80 80 80 80 0F 04 00
1,FS,4843,9:29.567.191,639.981.833 ms,,,49,01,   [21 IN-NAK],
1,FS,4844,9:30.239.169,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4845,9:30.239.172,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4846,9:30.239.180,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4847,9:30.925.916,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4848,9:30.271.177,672.007.750 ms,7 B,,49,01,IN txn   [21 POLL],80 80 80 80 0F 00 00
1,FS,4849,9:30.271.177,639.999.333 ms,,,49,01,   [21 IN-NAK],
1,FS,4850,9:30.943.173,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4851,9:30.943.176,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4852,9:30.943.184,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4853,9:31.606.920,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4854,9:30.975.181,640.007.583 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 04 00
1,FS,4855,9:30.975.181,607.999.083 ms,,,49,01,   [20 IN-NAK],
1,FS,4856,9:31.615.177,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4857,9:31.615.180,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4858,9:31.615.188,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4859,9:32.468.924,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4860,9:31.647.185,832.009.000 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 00 00
1,FS,4861,9:31.647.185,800.000.583 ms,,,49,01,   [26 IN-NAK],
1,FS,4862,9:32.479.182,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4863,9:32.479.185,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4864,9:32.479.193,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4865,9:33.226.928,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4866,9:32.511.190,736.008.083 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 04 00
1,FS,4867,9:32.511.190,703.999.750 ms,,,49,01,   [23 IN-NAK],
1,FS,4868,9:33.247.186,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4869,9:33.247.189,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4870,9:33.247.197,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4871,9:33.736.931,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4872,9:33.279.195,480.005.750 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 00 00
1,FS,4873,9:33.279.195,447.997.333 ms,,,49,01,   [15 IN-NAK],
1,FS,4874,9:33.759.189,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4875,9:33.759.192,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4876,9:33.759.200,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4877,9:34.355.934,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4878,9:33.791.198,576.006.083 ms,7 B,,49,01,IN txn   [18 POLL],80 80 80 80 0F 04 00
1,FS,4879,9:33.791.198,543.997.750 ms,,,49,01,   [18 IN-NAK],
1,FS,4880,9:34.367.192,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4881,9:34.367.196,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4882,9:34.367.204,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4883,9:35.220.939,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4884,9:34.399.200,832.008.916 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 00 00
1,FS,4885,9:34.399.200,800.000.583 ms,,,49,01,   [26 IN-NAK],
1,FS,4886,9:35.231.197,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4887,9:35.231.201,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4888,9:35.231.208,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4889,9:35.733.941,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4890,9:35.263.197,480.014.666 ms,7 B,,49,01,IN txn   [15 POLL],80 80 80 80 0F 04 00
1,FS,4891,9:35.263.197,448.006.333 ms,,,49,01,   [15 IN-NAK],
1,FS,4892,9:35.743.200,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4893,9:35.743.203,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4894,9:35.743.211,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4895,9:36.457.945,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4896,9:35.775.208,704.007.916 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 00 00
1,FS,4897,9:35.775.208,671.999.500 ms,,,49,01,   [22 IN-NAK],
1,FS,4898,9:36.479.204,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4899,9:36.479.208,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4900,9:36.479.216,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4901,9:37.379.950,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4902,9:36.511.213,896.008.916 ms,7 B,,49,01,IN txn   [28 POLL],80 80 80 80 0F 04 00
1,FS,4903,9:36.511.213,864.000.500 ms,,,49,01,   [28 IN-NAK],
1,FS,4904,9:37.407.210,2.000 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4905,9:37.407.213,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4906,9:37.407.221,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4907,9:37.970.953,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4908,9:37.439.219,544.005.500 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 00 00
1,FS,4909,9:37.439.219,511.997.166 ms,,,49,01,   [17 IN-NAK],
1,FS,4910,9:37.983.213,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4911,9:37.983.216,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4912,9:37.983.224,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4913,9:38.536.956,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4914,9:38.015.221,544.007.000 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 04 00
1,FS,4915,9:38.015.221,511.998.583 ms,,,49,01,   [17 IN-NAK],
1,FS,4916,9:38.559.216,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4917,9:38.559.219,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4918,9:38.559.227,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4919,9:39.441.961,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4920,9:38.591.225,864.008.750 ms,7 B,,49,01,IN txn   [27 POLL],80 80 80 80 0F 00 00
1,FS,4921,9:38.591.225,832.000.333 ms,,,49,01,   [27 IN-NAK],
1,FS,4922,9:39.455.221,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4923,9:39.455.225,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4924,9:39.455.233,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4925,9:40.296.965,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4926,9:39.487.246,831.991.750 ms,7 B,,49,01,IN txn   [26 POLL],80 80 80 80 0F 04 00
1,FS,4927,9:39.487.246,799.983.333 ms,,,49,01,   [26 IN-NAK],
1,FS,4928,9:40.319.226,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4929,9:40.319.229,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4930,9:40.319.237,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4931,9:41.271.970,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4932,9:40.351.226,928.017.250 ms,7 B,,49,01,IN txn   [29 POLL],80 80 80 80 0F 00 00
1,FS,4933,9:40.351.226,896.008.916 ms,,,49,01,   [29 IN-NAK],
1,FS,4934,9:41.279.232,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4935,9:41.279.235,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4936,9:41.279.243,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4937,9:42.216.976,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4938,9:41.311.241,928.007.750 ms,7 B,,49,01,IN txn   [29 POLL],80 80 80 80 0F 04 00
1,FS,4939,9:41.311.241,895.999.333 ms,,,49,01,   [29 IN-NAK],
1,FS,4940,9:42.239.237,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4941,9:42.239.240,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4942,9:42.239.248,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4943,9:42.993.980,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4944,9:42.271.245,736.008.500 ms,7 B,,49,01,IN txn   [23 POLL],80 80 80 80 0F 00 00
1,FS,4945,9:42.271.245,704.000.166 ms,,,49,01,   [23 IN-NAK],
1,FS,4946,9:43.007.241,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4947,9:43.007.245,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4948,9:43.007.253,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4949,9:43.716.983,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4950,9:43.039.250,704.007.833 ms,7 B,,49,01,IN txn   [22 POLL],80 80 80 80 0F 04 00
1,FS,4951,9:43.039.250,671.999.500 ms,,,49,01,   [22 IN-NAK],
1,FS,4952,9:43.743.246,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4953,9:43.743.249,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4954,9:43.743.257,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4955,9:44.301.986,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4956,9:43.775.270,543.991.250 ms,7 B,,49,01,IN txn   [17 POLL],80 80 80 80 0F 00 00
1,FS,4957,9:43.775.270,511.982.833 ms,,,49,01,   [17 IN-NAK],
1,FS,4958,9:44.319.249,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4959,9:44.319.252,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4960,9:44.319.260,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4961,9:44.730.989,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4962,9:44.351.249,384.014.250 ms,7 B,,49,01,IN txn   [12 POLL],80 80 80 80 0F 04 00
1,FS,4963,9:44.351.249,352.005.833 ms,,,49,01,   [12 IN-NAK],
1,FS,4964,9:44.735.251,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4965,9:44.735.255,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4966,9:44.735.263,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4967,9:45.389.992,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4968,9:44.767.251,640.015.750 ms,7 B,,49,01,IN txn   [20 POLL],80 80 80 80 0F 00 00
1,FS,4969,9:44.767.251,608.007.250 ms,,,49,01,   [20 IN-NAK],
1,FS,4970,9:45.407.255,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4971,9:45.407.258,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4972,9:45.407.266,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4973,9:46.216.997,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4974,9:45.439.265,800.007.000 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,4975,9:45.439.265,767.998.583 ms,,,49,01,   [25 IN-NAK],
1,FS,4976,9:46.239.260,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4977,9:46.239.263,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4978,9:46.239.271,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4979,9:46.643.999,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4980,9:46.271.283,383.990.833 ms,7 B,,49,01,IN txn   [12 POLL],80 80 80 80 0F 00 00
1,FS,4981,9:46.271.283,351.982.416 ms,,,49,01,   [12 IN-NAK],
1,FS,4982,9:46.655.262,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4983,9:46.655.265,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4984,9:46.655.273,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4985,9:47.629.004,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4986,9:46.687.272,960.008.000 ms,7 B,,49,01,IN txn   [30 POLL],80 80 80 80 0F 04 00
1,FS,4987,9:46.687.272,927.999.666 ms,,,49,01,   [30 IN-NAK],
1,FS,4988,9:47.647.268,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4989,9:47.647.271,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,4990,9:47.647.279,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4991,9:48.594.009,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,4992,9:47.679.277,928.008.750 ms,7 B,,49,01,IN txn   [29 POLL],80 80 80 80 0F 00 00
1,FS,4993,9:47.679.277,896.000.333 ms,,,49,01,   [29 IN-NAK],
1,FS,4994,9:48.607.273,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,4995,9:48.607.277,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,4996,9:48.607.285,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,4997,9:49.418.013,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,FS,4998,9:48.639.282,800.008.416 ms,7 B,,49,01,IN txn   [25 POLL],80 80 80 80 0F 04 00
1,FS,4999,9:48.639.282,768.000.083 ms,,,49,01,   [25 IN-NAK],
1,FS,5000,9:49.439.278,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,5001,9:49.439.281,6.750 us,10 B,,49,01,   DATA0 packet,C3 80 80 80 80 0F 04 00 60 2A
1,FS,5002,9:49.439.289,750 ns,1 B,,49,01,   ACK packet,D2
0,FS,5003,9:49.965.016,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,FS,5004,9:49.471.286,512.006.750 ms,7 B,,49,01,IN txn   [16 POLL],80 80 80 80 0F 00 00
1,FS,5005,9:49.471.286,479.998.333 ms,,,49,01,   [16 IN-NAK],
1,FS,5006,9:49.983.281,2.083 us,3 B,,49,01,   IN packet,69 B1 30
1,FS,5007,9:49.983.284,6.750 us,10 B,,49,01,   DATA1 packet,4B 80 80 80 80 0F 00 00 62 EA
1,FS,5008,9:49.983.292,750 ns,1 B,,49,01,   ACK packet,D2
