# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
1,HS,3125,6:14.639.802,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3126,6:15.564.688,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3127,6:14.639.936,924.871.466 ms,12 B,,48,02,IN txn   [7399 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3128,6:14.639.936,924.745.766 ms,,,48,02,   [7399 IN-NAK],
1,HS,3129,6:15.564.806,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3130,6:15.564.807,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3131,6:15.564.807,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3132,6:16.155.692,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3133,6:15.564.942,590.869.333 ms,12 B,,48,02,IN txn   [4727 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3134,6:15.564.942,590.743.633 ms,,,48,02,   [4727 IN-NAK],
1,HS,3135,6:16.155.810,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3136,6:16.155.810,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3137,6:16.155.811,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3138,6:17.051.697,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3139,6:16.155.942,895.875.200 ms,12 B,,48,02,IN txn   [7167 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3140,6:16.155.942,895.749.483 ms,,,48,02,   [7167 IN-NAK],
1,HS,3141,6:17.051.816,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3142,6:17.051.816,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3143,6:17.051.817,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3144,6:17.769.701,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3145,6:17.051.951,717.870.200 ms,12 B,,48,02,IN txn   [5743 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3146,6:17.051.951,717.744.483 ms,,,48,02,   [5743 IN-NAK],
1,HS,3147,6:17.769.820,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3148,6:17.769.821,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3149,6:17.769.821,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3150,6:18.219.704,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3151,6:17.769.956,449.868.433 ms,12 B,,48,02,IN txn   [3599 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3152,6:17.769.956,449.742.716 ms,,,48,02,   [3599 IN-NAK],
1,HS,3153,6:18.219.823,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3154,6:18.219.824,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3155,6:18.219.824,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3156,6:18.911.708,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3157,6:18.219.951,691.877.700 ms,12 B,,48,02,IN txn   [5535 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3158,6:18.219.951,691.752.000 ms,,,48,02,   [5535 IN-NAK],
1,HS,3159,6:18.911.827,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3160,6:18.911.828,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3161,6:18.911.829,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3162,6:19.412.711,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3163,6:18.911.963,500.868.733 ms,12 B,,48,02,IN txn   [4007 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3164,6:18.911.963,500.743.033 ms,,,48,02,   [4007 IN-NAK],
1,HS,3165,6:19.412.831,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3166,6:19.412.831,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3167,6:19.412.832,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3168,6:20.040.714,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3169,6:19.412.966,627.869.566 ms,12 B,,48,02,IN txn   [5023 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3170,6:19.412.966,627.743.850 ms,,,48,02,   [5023 IN-NAK],
1,HS,3171,6:20.040.835,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3172,6:20.040.835,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3173,6:20.040.836,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3174,6:20.996.720,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3175,6:20.040.962,955.886.500 ms,12 B,,48,02,IN txn   [7647 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3176,6:20.040.962,955.761.533 ms,,,48,02,   [7647 IN-NAK],
1,HS,3177,6:20.996.848,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3178,6:20.996.848,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3179,6:20.996.849,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3180,6:21.631.724,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3181,6:20.996.976,634.869.666 ms,12 B,,48,02,IN txn   [5079 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3182,6:20.996.976,634.743.950 ms,,,48,02,   [5079 IN-NAK],
1,HS,3183,6:21.631.845,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3184,6:21.631.845,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3185,6:21.631.846,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3186,6:22.199.727,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3187,6:21.631.979,567.870.683 ms,12 B,,48,02,IN txn   [4543 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3188,6:21.631.979,567.744.983 ms,,,48,02,   [4543 IN-NAK],
1,HS,3189,6:22.199.848,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3190,6:22.199.849,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3191,6:22.199.849,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3192,6:22.768.730,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3193,6:22.199.984,568.869.200 ms,12 B,,48,02,IN txn   [4551 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3194,6:22.199.984,568.743.516 ms,,,48,02,   [4551 IN-NAK],
1,HS,3195,6:22.768.852,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3196,6:22.768.852,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3197,6:22.768.853,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3198,6:23.724.736,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3199,6:22.768.987,955.871.700 ms,12 B,,48,02,IN txn   [7647 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3200,6:22.768.987,955.746.000 ms,,,48,02,   [7647 IN-NAK],
1,HS,3201,6:23.724.858,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3202,6:23.724.858,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3203,6:23.724.859,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3204,6:24.555.741,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3205,6:23.724.984,830.879.833 ms,12 B,,48,02,IN txn   [6647 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3206,6:23.724.984,830.754.133 ms,,,48,02,   [6647 IN-NAK],
1,HS,3207,6:24.555.863,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3208,6:24.555.864,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3209,6:24.555.864,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3210,6:25.552.747,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3211,6:24.555.999,996.871.850 ms,12 B,,48,02,IN txn   [7975 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3212,6:24.555.999,996.746.150 ms,,,48,02,   [7975 IN-NAK],
1,HS,3213,6:25.552.869,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3214,6:25.552.870,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3215,6:25.552.871,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3216,6:26.175.750,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3217,6:25.553.005,622.869.500 ms,12 B,,48,02,IN txn   [4983 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3218,6:25.553.005,622.743.800 ms,,,48,02,   [4983 IN-NAK],
1,HS,3219,6:26.175.873,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3220,6:26.175.874,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3221,6:26.175.874,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3222,6:26.602.753,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3223,6:26.176.009,426.868.250 ms,12 B,,48,02,IN txn   [3415 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3224,6:26.176.009,426.742.550 ms,,,48,02,   [3415 IN-NAK],
1,HS,3225,6:26.602.876,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3226,6:26.602.876,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3227,6:26.602.877,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3228,6:27.221.756,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3229,6:26.603.012,618.868.733 ms,12 B,,48,02,IN txn   [4951 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3230,6:26.603.012,618.743.033 ms,,,48,02,   [4951 IN-NAK],
1,HS,3231,6:27.221.880,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3232,6:27.221.880,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3233,6:27.221.881,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3234,6:27.667.759,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3235,6:27.222.016,445.868.333 ms,12 B,,48,02,IN txn   [3567 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3236,6:27.222.016,445.742.633 ms,,,48,02,   [3567 IN-NAK],
1,HS,3237,6:27.667.883,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3238,6:27.667.883,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3239,6:27.667.884,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3240,6:28.635.765,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3241,6:27.668.018,967.878.816 ms,12 B,,48,02,IN txn   [7743 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3242,6:27.668.018,967.750.016 ms,,,48,02,   [7743 IN-NAK],
1,HS,3243,6:28.635.896,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3244,6:28.635.896,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3245,6:28.635.897,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3246,6:29.097.767,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3247,6:28.636.015,461.877.600 ms,12 B,,48,02,IN txn   [3695 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3248,6:28.636.015,461.751.883 ms,,,48,02,   [3695 IN-NAK],
1,HS,3249,6:29.097.892,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3250,6:29.097.892,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3251,6:29.097.893,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3252,6:29.892.772,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3253,6:29.098.027,794.870.600 ms,12 B,,48,02,IN txn   [6359 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3254,6:29.098.027,794.744.900 ms,,,48,02,   [6359 IN-NAK],
1,HS,3255,6:29.892.897,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3256,6:29.892.897,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3257,6:29.892.898,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3258,6:30.808.778,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3259,6:29.893.032,915.871.400 ms,12 B,,48,02,IN txn   [7327 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3260,6:29.893.032,915.745.683 ms,,,48,02,   [7327 IN-NAK],
1,HS,3261,6:30.808.902,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3262,6:30.808.903,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3263,6:30.808.904,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3264,6:31.302.780,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3265,6:30.809.038,493.868.733 ms,12 B,,48,02,IN txn   [3951 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3266,6:30.809.038,493.743.033 ms,,,48,02,   [3951 IN-NAK],
1,HS,3267,6:31.302.906,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3268,6:31.302.906,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3269,6:31.302.907,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3270,6:32.215.786,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3271,6:32.215.786,66 ns,,F,,,[1 SOF],[Frame: 2045.0] 
0,HS,3272,6:31.303.033,912.879.083 ms,12 B,,48,02,IN txn   [7303 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3273,6:31.303.033,912.753.350 ms,,,48,02,   [7303 IN-NAK],
1,HS,3274,6:32.215.911,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3275,6:32.215.912,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3276,6:32.215.912,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3277,6:32.693.789,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3278,6:32.216.047,477.868.600 ms,12 B,,48,02,IN txn   [3823 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3279,6:32.216.047,477.742.900 ms,,,48,02,   [3823 IN-NAK],
1,HS,3280,6:32.693.914,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3281,6:32.693.915,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3282,6:32.693.915,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3283,6:33.503.793,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3284,6:32.694.049,809.871.100 ms,12 B,,48,02,IN txn   [6479 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3285,6:32.694.049,809.745.400 ms,,,48,02,   [6479 IN-NAK],
1,HS,3286,6:33.503.919,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3287,6:33.503.920,266 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3288,6:33.503.921,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3289,6:34.442.799,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3290,6:33.504.055,938.871.466 ms,12 B,,48,02,IN txn   [7511 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3291,6:33.504.055,938.745.766 ms,,,48,02,   [7511 IN-NAK],
1,HS,3292,6:34.442.925,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3293,6:34.442.926,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3294,6:34.442.926,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3295,6:35.126.803,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3296,6:34.443.061,683.869.866 ms,12 B,,48,02,IN txn   [5471 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3297,6:34.443.061,683.744.166 ms,,,48,02,   [5471 IN-NAK],
1,HS,3298,6:35.126.930,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3299,6:35.126.930,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3300,6:35.126.931,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3301,6:35.751.806,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3302,6:35.127.065,624.869.433 ms,12 B,,48,02,IN txn   [4999 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3303,6:35.127.065,624.743.716 ms,,,48,02,   [4999 IN-NAK],
1,HS,3304,6:35.751.933,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3305,6:35.751.934,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3306,6:35.751.935,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3307,6:36.674.812,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3308,6:35.752.061,922.879.150 ms,12 B,,48,02,IN txn   [7383 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3309,6:35.752.061,922.753.450 ms,,,48,02,   [7383 IN-NAK],
1,HS,3310,6:36.674.939,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3311,6:36.674.940,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3312,6:36.674.940,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3313,6:37.290.815,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3314,6:36.675.075,615.869.450 ms,12 B,,48,02,IN txn   [4927 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3315,6:36.675.075,615.743.750 ms,,,48,02,   [4927 IN-NAK],
1,HS,3316,6:37.290.943,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3317,6:37.290.944,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3318,6:37.290.944,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3319,6:38.002.820,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3320,6:37.291.070,711.878.350 ms,12 B,,48,02,IN txn   [5695 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3321,6:37.291.070,711.752.666 ms,,,48,02,   [5695 IN-NAK],
1,HS,3322,6:38.002.948,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3323,6:38.002.948,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3324,6:38.002.949,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3325,6:38.734.824,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3326,6:38.003.083,731.870.200 ms,12 B,,48,02,IN txn   [5855 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3327,6:38.003.083,731.744.466 ms,,,48,02,   [5855 IN-NAK],
1,HS,3328,6:38.734.952,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3329,6:38.734.953,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3330,6:38.734.953,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3331,6:39.679.829,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3332,6:38.735.088,944.871.583 ms,12 B,,48,02,IN txn   [7559 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3333,6:38.735.088,944.745.883 ms,,,48,02,   [7559 IN-NAK],
1,HS,3334,6:39.679.958,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3335,6:39.679.959,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3336,6:39.679.959,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3337,6:40.157.832,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3338,6:39.680.094,477.867.900 ms,12 B,,48,02,IN txn   [3823 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3339,6:39.680.094,477.742.183 ms,,,48,02,   [3823 IN-NAK],
1,HS,3340,6:40.157.961,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3341,6:40.157.962,266 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3342,6:40.157.962,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3343,6:40.571.835,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3344,6:40.158.088,413.877.183 ms,12 B,,48,02,IN txn   [3311 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3345,6:40.158.088,413.751.483 ms,,,48,02,   [3311 IN-NAK],
1,HS,3346,6:40.571.964,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3347,6:40.571.964,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3348,6:40.571.965,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3349,6:41.439.840,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3350,6:40.572.099,867.871.033 ms,12 B,,48,02,IN txn   [6943 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3351,6:40.572.099,867.745.333 ms,,,48,02,   [6943 IN-NAK],
1,HS,3352,6:41.439.969,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3353,6:41.439.970,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3354,6:41.439.970,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3355,6:42.169.844,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3356,6:41.440.105,729.870.200 ms,12 B,,48,02,IN txn   [5839 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3357,6:41.440.105,729.744.483 ms,,,48,02,   [5839 IN-NAK],
1,HS,3358,6:42.169.974,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3359,6:42.169.974,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3360,6:42.169.975,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3361,6:42.656.847,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3362,6:42.170.109,486.868.733 ms,12 B,,48,02,IN txn   [3895 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3363,6:42.170.109,486.743.033 ms,,,48,02,   [3895 IN-NAK],
1,HS,3364,6:42.656.977,83 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3365,6:42.656.977,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3366,6:42.656.978,50 ns,1 B,,48,02,   ACK packet,D2
0,HS,3367,6:43.347.851,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3368,6:42.657.113,690.869.250 ms,12 B,,48,02,IN txn   [5527 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3369,6:42.657.113,690.743.550 ms,,,48,02,   [5527 IN-NAK],
1,HS,3370,6:43.347.981,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3371,6:43.347.982,283 ns,15 B,,48,02,   DATA1 packet,4B 80 00 00 00 0F 00 00 00 00 00 00 00 D9 C3
1,HS,3372,6:43.347.982,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3373,6:44.164.856,,,,,,Digital input,<Change on pins: 1; New Value = 0x1 (0001b)>
0,HS,3374,6:43.348.109,816.878.183 ms,12 B,,48,02,IN txn   [6535 POLL],00 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3375,6:43.348.109,816.752.483 ms,,,48,02,   [6535 IN-NAK],
1,HS,3376,6:44.164.986,66 ns,3 B,,48,02,   IN packet,69 30 51
1,HS,3377,6:44.164.987,283 ns,15 B,,48,02,   DATA0 packet,C3 00 00 00 00 0F 00 00 00 00 00 00 00 DB BD
1,HS,3378,6:44.164.987,33 ns,1 B,,48,02,   ACK packet,D2
0,HS,3379,6:45.129.861,,,,,,Digital input,<Change on pins: 1; New Value = 0x0 (0000b)>
0,HS,3380,6:44.165.122,964.871.633 ms,12 B,,48,02,IN txn   [7719 POLL],80 00 00 00 0F 00 00 00 00 00 00 00
1,HS,3381,6:44.165.122,964.745.933 ms,,,48,02,   [7719 IN-NAK],
1,HS,3382,6:45.129.992,83 ns,3 B,,48,02,   IN packet,69 30 51
